,clean_reviews,class,stars
896,La verdad impresionante como me ha servido!la uso para ir a cualquier parte y es exacta!la he recomendado a tanta gente q deberia hasta recibir comisión jajaja,2,5
897,"Tremendamente útil. Me hace ahorrar mucho tiempo en las paradas, me planificó mejor, etc. Excelente!!!",2,5
898,"Bueno, es la segunda vez que la desinstalé y la instalé de nuevo y el gps no me.muestra donde estoy, me muestra en la otra parada o incluso en lados que nads que ver, incluso con el gps de mi celular prendido",0,2
899,"Buena aplicación, pero dejo de funciónar, no aparece el mapa y dice esperando ubicación, ya hice de todo y no se solucióna... Gracias",1,3
900,No sirve es muy mala jamás me ubica el 409,0,1
901,"Está bien, lo que no se puede hacer son varias consultas, y tenes que salir y entrar de nuevo para otra consulta",0,1
902,Hace unos días dejo de mostrar las líneas en tiempo real. Solo muestra los horarios teóricos.,0,2
903,"Excelente, la uso todos los días para llegar en hora, pocas veces se equivoco, no solo te brinda los horarios sino que tiene una función que indica como llegar a los lugares",2,5
904,Con la actualización. No puedo ver la ubicación actual ni los horarios,0,2
905,Como se si el omnibus es para discapacitados? Me gustaria que tengan una referencia.,1,3
906,No se que le paso con la actualización... No me aparece las líneas que siempre consulto 174 329,0,2
907,Lamentablemente no puedo acceder al mapa. Agradezco me puedan ayudar. Huawei p10,0,2
908,"No me deja ver los omnibus solo me aparece ""esperando ubicación""",2,4
909,Es excelente. Tiene todos los datos necesarios. Fácil de manejar,2,5
910,"Revean los horarios de los buses, algunos camuy buenaiaron y algunas veces nouestra los que están viniendo hacia la parada",2,4
911,Muy buena. Funcióna bárbaro y me da los horarios teóricos tamuy buenaién. Genial,2,5
912,No muestra a veces el bus en tiempo real!,1,3
913,Excelente aplicación. Agregaría tiempo estimado de llegada: tiempo de camino hasta la parada + tiempo estimado duración bus + tiempo estimado camino al destino. El resto está excelente.,2,5
914,Despues de 3 años sigo sin entender porque no esta cómo la anterior que se pueda ver los horarios sin tener que usar INTERNET.,1,3
915,Hay paradas que no aparecen y a veces no muestra realmente por donde viene el ómnibus,0,2
916,Tiempo usando esta app y la verdad se a puesto muuuy incompleta,0,1
917,Impecable. He usado apps similares en la UE y en USA. Esta por lejos es la mejor. ¡FELICITACIONES!,2,5
918,Mejoro muchísimo desde la primera vez que la instalé ahora si super intuitiva y rapida. Excelente!,2,5
919,"Muy buena la aplicación,me gusta mucho ya que té marca la hora a la que pasa el ómnibus.me encanta😀😀😀",2,5
920,En la última actualización no coincide horario,0,2
921,Mejor app de buses por lejos,2,5
922,Luego de la actualización no aparecen las paradas en el mapa...,2,4
923,"Esta aplicación es genial, la mejor para andar en ómnibus por Montevideo",2,5
924,No aparece la línea 174,0,1
925,Los horarios muy inexactos,0,1
926,Impecable app!!! Muy útil en para todos los días!!! Gracias!!!,2,5
927,"Super buena, me dice dónde se encuentran los ómnibus, la recomiendo",2,5
928,Nunca le acierta un horario,0,1
929,Esta funciónando mal,0,1
930,No la use aun,2,4
931,"Me encanta la aplicación, pero que paso con el 148 que no aparece más?",2,4
932,Excelente. Facil de usar y actulizada en tiempo real,2,5
933,Esta muy completa. La uso bastante,2,5
934,Es muy buena herramienta para todos los días,2,5
935,Esta bien np me deja descargarla,1,3
936,Excelente. Nunca falla. Recomiendo!,2,5
937,Lamentable app,0,1
938,Me resulta muy util,2,5
939,Excelente y muy funciónal,2,5
940,Atr,2,5
941,Excelente app.,2,5
942,buen servicio.,1,3
943,☆☆☆☆☆,2,5
944,Muy buena.,2,5
945,Muy buena,2,4
946,Muy bueno,2,5
947,Correcto,2,5
948,Exelente,2,5
949,"Esta desactualizada (no coinciden los horarios!) Pero la uso hace tiempo y es muy util. Lo único malo es que aun deba tener la otra version cuando no tengo wifi o datos, dado que esta solo funcióna con conexión.",2,4
950,"Me gusta mucho la app, muy recomendable. Recientemente estoy teniendo problemas con el horarios de los ómnibus que tomo abitualmente. Tienen una diferencia de 20 a 30min que antes no sucedía, es problema de las líneas? Espero puedan soluciónarlo. Gracias",2,5
951,"Hhorrible aplicación, cada vez que la necesito tiene un error, le erra a los horarios, se que salen de bases de datos de las compañías pero igual, nunca me ayudó bien esta aplicación. Una estrella bien merecida.",0,1
952,"Muy buena. Pero hay problemas con algunas lineas, muestra información incorrecta, como el lugar aproximado en donde están, o direcciónctamente no se mueven por el mapa aún dejando pasar varios minutos",2,4
953,"La aplicación es muy buena y útil! Al permitirte ver el bus en tiempo real no te hace perder tiempo esperando en la parada, es excelente y hasta el momento no he tenido inconvenientes. Una pequeña sugerencia, Nose si es una app oficial pero estaría bueno en un futuro poder estar sincronizada con la tarjeta stm para poder ver el. Saldo , poder asociarlo con una tarjeta de débito para poder cargar boletos o algún medio de pago electrónico etc lo que la haría una app aun más completa!",2,4
954,"que esta pasando ya no me funcióna, la desintale la e vuelto a activar, la actualice pero no me funcióna. me dice que no hay información para ver ninguna linea por favor pido que lo arreglen muchas gracias",0,2
955,"Era peroecta y ahora está funciónando desastrosamente! Fallas técnicas, horarios teóricos mal y no carga las líneas en tiempo real. Respondo a su respuesta: las fallas técnicas de la app no tienen nada que ver con la IM. Hay algo que viene fallando hace 1 semana y media aprox a varios usuarios: no caga horarios, debes apretar varias veces todas las líneas para visualizar, no muestra ni un solo coche en tiempo real.",0,2
956,"Buena en gral. La vision en tiempo real del bus muchas veces es incorrecta ,osea va atrasado . De todas maneras es regularmente util.",1,3
957,Hoy 5 de marzo no funcióna el poder ver los ómnibus en tiempo real. Otras veces los ómnibus no tienen encendido el GPS??? Puede ser así? No te aparecen en la app pero te aparecen delante tuyo..,0,2
958,Sr creador de lo posible que sea más precisa me dice que la línea 328 sale de ciudad de la costa wtf cuando solo llega hasta punta Carretas hace días me viene pasando ya actualize y todo sigue igual,0,1
959,Es excelente la aplicación. La parada de Asunción y Magallanes a las 5 pm solo me muestra dos ómnibus el 157 y el 137. Cuando pongo elegir línea y marco el 157 no me lo marca por ejemplo,2,5
960,Ni esta marcando las paradas en el mapa apesta,0,1
961,No está funciónando bien. No muestra los omnibus que vienen en camino. Antes era un 5. No sé que paso,1,3
962,"Hace unos días me pasa que aunque tenga actirado el gps no me este ya la ubicación, lo desinstalé y volví a instalar y sigue igual",1,3
963,"Tremenda aplicación, los bondis pasan a la hora indicada siempre!",2,5
964,"Estaría bueno que cuando se seleccióna una parada, en la lista de líneas que pasan por la misma te permitiese ver el recorrido de cada una de ellas",2,4
965,Mejoro mucho! Que pasa con la linea 2? estan los horarios pero en las paradas del recorrido no aparece ni el horario teorico y menos el actual,1,3
966,Hace dos días está sin funciónar. Hasta el momento era muy recomendable. Hoy solo me ocupa espacio del celular. Una pena,0,1
967,Xq ahora hay lineas q ya no aparecen en tiempo real ?,1,3
968,"Está muy buena la app. La utilizo bastante, copado poder ver los recorridos de los buses y la señalización de las paradas. Sigan asi!!!",2,5
969,Desde ayer que estoy esperando información de horarios. No me muestra nada. De ninguna línea. Espero no sea siempre así.,0,1
970,"Falta considerar los omnibus interbalneareos como el C4 222 711, otras aplicaciónes lo hacen pero solo el pronóstico.",2,4
971,Hola desde ayer no funcióna sale un cartel en rojo que dice no disponible. Pasó algo o es solo a mí?,0,2
972,Funcióna muy bien en Montevideo y tiene muy buenos horarios! Un verdadero salvavidas de tiempo perdido!,2,5
973,Le re pega al horario excelente,2,5
974,Era buena la app cuando salió pero actualmente solo da fallos de conexión y es una basura,0,2
975,ME ES MUY ÚTIL PARA IR A TRABAJAR. SIEMPRE USO ESTA APLICACIÓN. GRACIAS,2,5
976,"No coinciden los horarios,no me muestra algunas líneas si son de cooperativas...",0,2
977,En La ultima actulización la cagaron..no funcióna nada de nada,1,3
978,Excelente!!!! Ver el bus en tiempo real es sublime...,2,5
979,Fantástica la App lo único que le faltaría es la opción de calcular un viaje en función de la hora de llegada,2,4
980,Deberé confirmar que se.cumplan los horarios.,2,4
981,"Excelente app, muy útil y fácil de usar.",2,5
982,"Práctica y sencilla, la mejor, felicitaciónes!",2,5
983,Excelente me encantó!!!!!! La mejor de todas las que hay!!!,2,5
984,Excelente,2,5
985,Muy práctico,2,5
986,Excelente,2,5
987,"La aplicación es muy buena y me encanta la uso desde hace bastante pero últimamente tengo un problema con algunas líneas, cuando quiero ver en cierta parada si viene el ómnibus no me lo reconoce en el mapa, pero sin emuy buenaargo el bus si esta haciendo el recorrido. Si soluciónaran eso estaría peroecta.",2,4
988,"Para mí es peroecta porque lo que hago es marcar las paradas más cercanas a mi casa ponerlas como ""favoritas"" y de ahí me dice que ómnibus y a que hora pasa por esa parada. (Esto aun no lo probé, si no pasa voy a editar esta parte) lo.único que seria mas que peroecto seria que si yo estoy en la calle y sin Internet pueda ver el mapa y la parada",2,5
989,Que pasa con el 306? En el mapa del recorrido solo podes ver desde Carrasco a Casabó pero no al contrario. Tampoco si consultas la hora en que pasa por ciertas paradas como la primera al salir de Casabó te muestra horarios.,1,3
990,"Está bien con los horarios, pero es media rebuscada la forma de usar. No me gusta para nada la nueva actualización de mapa, en poner los recorridos.",1,3
991,"Buenas, no se si ya fue pedido pero dos cosas que creo que le falta: mostrar los recorridos (como app de cutcsa) y que en la sección de paradas por ej en favoritos te permita vincularse a la busqueda de tiempos reales de espera, no solo los teóricos (como desde mapa a horarios teóricos con el relojito, pero a la inversa)",2,4
992,"Seamos realistas, es la mejor app que los Montevideanos tenemos; en lo que a transporte público se refiere. Al parecer hay VARIOS que se olvidaron lo que era comerse los plantones en las paradas, especialmente los días de lluvia... Realmente, GRACIAS.",2,5
993,Hay que felicitar al desarrollador... La localización de coches en tiempo real anda mejor que la app de Cutcsa y además incluye a todas las compañías. Ya no más esperar en la parada!,2,5
994,"Aun sigue sin aparecer el 306 en la parte del cerro y el 370 aveces tamuy buenaien en la parte del cerro sobre todo, lo demas muy buena",0,2
995,Muy mal la aplicación el horario del 306 desde casabo desapareció areglenlo por favor mas de 2 meses que esta asi,0,1
996,"Es buena la aplicación, no se que pasa que ahora no muestra a la empresa ComeSA, sera que son ellos que tienen problemas? Alquien me puede decir que es lo que pasa? Muchas gracias",2,4
997,"Muy buena y precisa, completa la información y detallada, y muy bueno cada línea en el mapa con su recorrido completo.",2,5
998,Esta muy buena la aplicación pero como dijo otro usuario que pasa con el 306 desde casabo hacia el geant? Saludos,2,4
999,"Excelente aplicación, la uso todo el tiempo y nunca me ha fallado. Posición en tiempo real de los buses, tiempo de espera, recorridos, etc., todo funcióna a la peroección. Y encima es muy rápida.",2,5
1000,Anda muy bien. Sólo le falta que las paradas guardadas tengan la opción de verlas en el mapa con la ubicación de los buses. Hasta ahora estas solo muestran los horarios estimados.,2,4
1001,"Es genial, mismo para hacer trasbordo ves en donde viene el otro bondi. Se pueden guardar las paradas que uno frecuenta siempre.",2,5
1002,El tiempo estimado real de arribo totalmente incorrecto,0,1
1003,La uso a diario (incluso desde la versión anterior). Últimamente falla mucho en los horarios en tiempo real pero los teóricos funciónan bastante bien.,2,4
1004,"Excelente aplicación, te avisa hasta por donde viene el bus, espectacular",2,5
1005,"Muy buena y útil, así no tenes que estar 30 min en la parada con riesgo de robo en este hermoso Uruguay",2,5
1006,No se ven los recorridos,0,1
1007,"Pongan el dm1,saludos",2,4
1008,La app definitiva para moverse por mvd en bus.,2,5
1009,Muy completa la uso todos los días,2,5
1010,Gracias Matungos,2,5
1011,Super práctica.,2,5
1012,"Genial, funcióna con gran calidad",2,5
1013,Muy buena app. Recomendable,2,5
1014,Braga,2,4
1015,Excelente.,2,5
1016,Excelente,2,5
1017,"La app poco a poco arranca a tener lps bondis en vivo, la verdad un lujo!",2,5
1018,La verdad me impresionó. Tiempo real y excelente precisión.,2,5
1019,Hola acabo de actualizar la app y antes guardabas una direccióncción en favorito y podías ponerle una descripción o editarla. Ahora solo en favoritos se agenda el lugar. Como hago para ponerle un nomuy buenare a la direccióncción que esta en favorito?,2,5
1020,"Honestamente, la mayoría dr la veces que la uso tiene problemas, no te indica realmente donde vienen los buses, me aparece el 140 hacirndo un recorrido inexistente... En fin",0,1
1021,"Una guarda me la recomendó y la verdad que me encanta, muy útil y precisa para ver las líneas en tiempo real, recorridos y más. Felicidades.",2,5
1022,Hhorrible no coinside ningun horario y Las empresas no respetan Los horarios sobre todo despues de Las 22hs. Se Democrat todos y llegas a perder Los boletos de una hora. Una verguenza Todo i.m.m y Las compañias !!!!!!!,0,2
1023,"Actualicé la última versión y me da error 503, timeouts, etc Al cargar horarios de una línea. Creo que puede ser porque estoy probando la versión beta de Google services. No sé....",1,3
1024,Esta buena pero ultimamente esta fallando. Por ejemplo cuando elijo la parada donde estoy no aparecen los buses como antes.,2,4
1025,Me gustó la aplicación pero ya es la segunda ves que me pasa que me queda el mapa en blanco y no puedo verlo saben como corregirlo ???,2,4
1026,"Es la mejor, llego en hora se los recomiendoooo",2,5
1027,Ya no hay horarios de coetc interdepartamentales?,0,2
1028,Excelente app para andar en Montevideo. La mejor hasta el momento.,2,5
1029,"Edito 03/10/17: bajé la actualización y vi los camuy buenaios, inclusive el botón por el que consulté. Gracias por comunicarse además. Muy buena aplicación, siempre la uso. Pero como muchos acá no me gusta no tener la opción de marcar la ubicación siempre visible. Marcar origen y destino si no se ve en el menú nuevo es muy poco intuitivo además...",2,5
1030,"Me dijeron que puedo hacer la busqueda de un destino direcciónctamente en el mapa, pero es imposible hacerlo si solo sabes un numero de puerta y no a que altura esta. Ademas no es para nada ""user friendly"" al ser tan diferente de la versión anterior. Mejoren!",1,3
1031,"Ahora sí, nueva actualización y anda de maravilla. A veces aparecen ómnibus fantasmas que dicen que vienen y de repente desaparecen, pero creo que eso es de los ómnibus no de la app. Y gracias a Matungos por responder😀",2,4
1032,Ha mejorado notoriamente por lo que camuy buenaio mi calificación a 5 estrellas esperando que se mantenga así!,2,5
1033,Al elegir una parada no carga las lineas queda en espera y nada,2,4
1034,Creo que los horarios del L4 no son correctos,1,3
1035,"Excelente, información detallada y en tiempo real de todas las lineas",2,5
1036,"Excelente, mejor que la de cutcsa y la de la imm",2,5
1037,Muy buena y útil,2,5
1038,Perfecta,2,5
1039,"Uno de los aportes que me encanta es poder ver en tiempo real donde están los ómnibus y el tiempo real de llegada a la parada deseada, EXCELENTE!!!!!!👏👏👏. Ojala que puedas a futuro incluir los ómnibus interdepartamentales, indicándose las paradas con otro color (x ejemplo). Aunque sea dentro de Montevideo. Saludos y continúa así.",2,5
1040,Pasan los años y esta es la aplicación que más se adapta a las incesantes exigircias de los pasajeros. Sigue mejorando!!,2,5
1041,"Te felicito por el gran trabajo, es la mejor aplicación. Me gustaría que consideraras la posibilidad de volver a tener un menú de favoritos con el que podías ver el recorrido a tu destino haciendo dos taps simplemente.",2,5
1042,"Y los favoritos!? Rearmo la pregunta cómo hago para selecciónarlos direcciónctamente en vez de escribir la direccióncción completa o buscarlos en el mapa antes podías hacer una selección direccióncta , gracias igual por haber respondido tan rápido a la anterior",2,5
1043,Q paso con los favoritos? Era más fácil en la versión anterior,2,4
1044,Me gustaría que colocaran él botón de centrar como antes,0,1
1045,"Muy buena la actualización, que permite ver x donde viene el bus de cualquier compañía.",2,5
1046,Muy buena la app me gusto mucho la opción de ver donde esta el bus en tiempo real.,2,5
1047,"Excelente. Por fin una app que muestre todos los buses en tiempo real, sin diferencias de compañías.",2,5
1048,Ahora no me permite elegir direcciónctamente mus lugares guardados.,0,1
1049,La última actualización sacó la opción de búsqueda rápida de ubicación,1,3
1050,"Excelente, muy útil y correcta la app",2,5
1051,Perfecta,2,5
1052,Buena,2,5
1053,"Muy buena app, de cabecera. Seria genial de verdad que se pudieran guardar búsquedas de líneas desde un origen a un destino. Es un poco engorroso cuando se borra la información ingresada volver a incluir todos los datos nuevamente. Y lo último para que sea peroecta es incluir nuevamente el vibrador cuando estas llegando al destino. Ojala se puedan agregar estas funciónes! Gracias!!!",2,5
1054,"Hace un tiempo había calificado esta aplicación con una sola estrella, había criticado sus horarios y tamuy buenaién propuse como crítica constructiva de poner los horarios en tiempo real por medio de gps. Y la verdad con la nueva actualización y horarios en tiempo real por gps hicieron un gran gran trabajo son los horarios muy correctos y a tiempo. Mejoro muchísimo más de como era antes. Como en su momento di para atras para su mejoría hoy doy para adelante para que siga avanzando.",2,5
1055,Antes era espectacular! Ahora con la nueva actualización es hhorrible la demora y los horarios no coinciden. En vez de progresar... retrocedieron,0,1
1056,No sé que podrá ser pero la app me funciónaba bien y ahora solo me muestra las paradas pero no el mapa ni las calles. ¿Ayuda?,2,5
1057,"La aplicación es muy buena, habría que mejorar el tema de los ómnibus en horario real, a veces marcha bien pero otras aparece un disparate, omninis en calles por las cuales no circulan. Mejoren eso",2,4
1058,La mejor app para moverse en bus por Montevideo. Ahora que muestra donde están todos los ómnibus en tiempo real qué pasan por una parada al mismo tiempo es la mejor por lejos!,2,5
1059,Usé la versión anterior y ahora me quedé con esta. Siempre actualizada. Y funcióna en muchos equipos de gama baja. Evitando esperas inesesarias. Recorrido de bus en tiempo real. Éxito de aplicación,2,5
1060,No me gusta la última actualización! Vas a una parada para ver los bus y si te equivocas o querés otra cerca te muestra el mapa de lejos tenés que volver a buscar la parada,1,3
1061,La hago corta y fácil. Me parece una aplicación obsoleta.,2,5
1062,Hhorrible la última actualización. No termina de cargar nunca los horarios y los ómnibus. Y lo de en tiempo real es una mentira.,0,1
1063,Me pasa q un ómnibus q uso mucho ni figura. Por qué sera? El 538. Otras lineas de come aparecen. El resto por ahora me parece bueno. Gracias.,1,3
1064,Hace mucho que uso esta aplicación y me parece de lo más útil. La nueva actualización con cálculo en tiempo real es de lo mejor que pudieron hacer!,2,5
1065,Me encanta!!! La mejor para manejarse en bus por Montevideo.,2,5
1066,"Excelente app y ahora que te muestra los omnibus en tiempo real más todavia. Es muy útil, fácil de usar y amigable.",2,5
1067,Se tranca mucho y la mayoria de las veces no dice el horario real,1,3
1068,Muy recomendable la utilizó siempre para saber los horarios y muy ágil para saber el recorrido de los bus,2,5
1069,Agreguen la opción de descargar mmapas y la aplicación va a estar peroecta.,2,4
1070,Excelente por dónde se la mire,2,5
1071,La verdad una aplicación totalmente buena,2,5
1072,Muy buena la uso a diario,2,5
1073,Esta muy completa,2,4
1074,Buena la aplicación,2,4
1075,Muy buena,2,5
1076,Excelente app,2,5
1077,Super útil,2,5
1078,"Es muy buena aplicación pero no funcióna bien los fines de semana y feriados, como la IM. Deberían resolver eso. Lo mismo sucede con la app Cómo ir.",2,4
1079,Aplausos por la ultima actualización no se si es un calculo q marca donde esta el bus o es por gps MUY BUENA,2,5
1080,"Soy policia de bus seguro, y manejo mi trabajo con base en los horarios que estan, lo malo y pésimo de esta actualización es la calibración del GPS que esta con un error de 600 metros aproximadamente cosa que provoca trastornos al necesitar del transporte a la hora de ir a trabajar",0,1
1081,"La interfaz de usuario esta muy buena, y sigue con todo el potencial de la versión anterior y más",2,5
1082,"Muy buena para lo que la uso. No le veo mucha diferencia con stm montevideo, aunque creo que esta es mejor. Convivira un tiempo con la otra stm, cutcsa y como ir, a ver que pasa.",2,5
1083,No está funciónando gente les agradecería lo soluciónen no aparece tiempo real por ninguna parte es muy útil si lo soluciónan gracias,2,5
1084,EXCELENTÍSIMA! y ahora tiene animación en tiempo real de la ubicación del ómnibus. Me encanta!,2,5
1085,Muy buena la última actualización que te muestra un aproximado de donde viene el ómnibus por GPS... Sigan avanzando así!,2,5
1086,"Avisa correctamente lo que resta para que pase un bus en una parada, eso es fundamental. Sigan así y no pierdan esa característica.",2,5
1087,"La actualizaron y te marca en el mapa el tiempo real q viene el bus de todas las empresas. LA MEJOR X LEJOS, FELICITACIONES!!!!!!!",2,5
1088,Excelente. Volvió. Muy útil . La verdad estoy maravillado. Muchas gracias.,2,5
1089,Ahora si te dice en cuantos minutos esta el omnibus en la parada como cutcsa,2,5
1090,La última actualización con el GPS es excelente. Le gana al resto por lejos. La interfaz es excelente y es fácil de usar,2,5
1091,Ultimamente no funcióna el gps que muestra donde estan los omnibus,1,3
1092,Gracias mil gracias! La actualización de los GPS es genial. Funcióna muy bien con todos los buses.,2,5
1093,Gol para Montevideo y para uds,2,5
1094,"Muy buena, y mejor ahora con los horarios en tiempo real, 10 puntos",2,5
1095,Buenisima app! El bus en tiempo real es una maravilla! Gracias,2,5
1096,Muy buena la actualización de tiempo real bastante acertada,2,4
1097,Excelente que se pueda ver en tiempo real!,2,5
1098,Me ayudo mucho! Gracias!!!!,2,5
1099,prpbando,2,4
1100,Notable,2,5
1101,"Desde una interfaz más estética y más simple, el poder agregar paradas favoritas, super intuitiva, hasta un mapa más claro y más accesible a la barra lateral anterior, se los felicita. Con la última versión con horarios en tiempo real de TODAS las compañías acaba de ganar la excelencia en apps de transporte público para Montevideo. Usando desde su lanzamiento y desde la app anterior, usuario más que satisfecho por el gran trabajo que han realizado.",2,5
1102,"Super útil. Debo reconocer que me he encontrado con el problema de que al momento de cargar los horarios de una parada concurrida, es un poco lento el servicio. Aunque no pierde su utilidad. Espero se pueda corregir el problema. Saludos y sigan así!",2,5
1103,"Muy buena aplicación, aunque no me muestra los horarios en tiempo real de Cutcsa",2,4
1104,Lo que he visto de la nueva actualización es GLORIOSO! Muchas gracias!,2,5
1105,Excelente aplicación los ómnibus pasan en tiempo real como informa la app,2,5
1106,"Me encantó el ver en tiempo real todos los buses, excelente!!!!",2,4
1107,Excelente app,2,5
1108,Muy buena,2,4
1109,"Una mas del Montón. El salto de estas aplicaciónes lo va a dar aquella q siga los buses con GPS, es decir la app de cutcsa, más completa y generalizada. Realmente el q consiga esa app, va a eliminar a las demas del mercado. Lo cual es complicado. La q uso yo es Moovit, y Cutcsa para algunos buses.",1,3
1110,SEÑOR DESARROLLADOR DE STM QUIERO QUE SEPA QUE SU APLICACIÓN ES SI LUGAR A DUDAS LA MEJOR DE MI CELULAR! GRACIAS TOTALES 😊,2,5
1111,"Está muy bien desarrollada, la verdad es que en mi caso que vivo en un barrio tan a tras mano, esta aplicación nos sirve muchísimo,siempre y cuando los chóferes respeten los horarios indicados.",2,5
1112,"Gracias a la información errónea sobre los recorridos de los ómnibus que proporcióna esta aplicación, es muy fácil subirse a un ómnibus en el cual confías que te llevará a un lugar y terminar en el destino en un lugar peligroso como me pasó a mí. Soluciónen y pongan los recorridos correctos",0,1
1113,"Acabo d volver a usar esta app, lo d los horarios nada tiene q ver c la app sino c los incumplimientos d los ómnibus. Es muy cómoda sin misterios.",2,4
1114,"Para hablar mal y pronto ¡una porqueria! Hace una hora que estoy esperando, segun la app tendrían que haber salido minimo tres ómnibus, pero yo sigo esperando... No es la primera vez, nunca le emuy buenaoca una.",0,1
1115,Hola hace mucho que uso esta app y esta muy buena sus variadas opciónes y su facil manejo una interfaz simple pero muy facil d comprender sin tantos mareos q terminan x confundir mas q ayudar saludos y felicidades,2,5
1116,"Muy buena la aplicación. Creo que tal vez estaría bueno que cuando uno ve las líneas que pasan por la parada, si de las clic a la línea te muestre el recorrido que hace, sin tener que salir y ir a recorridos. Gracias!",2,4
1117,"Te hago una consulta, la calle Ameghino figura como gregorio camino en el mapa. Hasta hace unos días estaba bien. Sabes porqué es?",2,4
1118,"Está bien la app , pero cuando querés consultar un ómnibus para el otro día solo muestra las últimas salidas del día de la consulta y no las del día siguiente,arreglen ese bug si pueden 👍 Bien ahí! No sabía eso ,se ganaron ,⭐⭐⭐⭐⭐",2,5
1119,Una pregunta ¿por que no carga el widget? Para mi es algo de rápido acceso y nunca funciónó,1,3
1120,"hay alguna forma de agregar columnas en los horarios? ej: línea 494 entre Tres Cruces y Rondeau no hay paradas, debería haber por lo menos 2 entre esas",2,5
1121,Estimado. En estos momentos la app no se encuentra sincronizando la información. Espero que se encuentren en mantenimiento. Saludos,2,5
1122,La uso a diario y anda muy bien. Algunas rutas están desactualizadas como la del 116 por ej. Pero es de mucha ayuda gracias,2,4
1123,No puedo usarla. La instalé 3 veces y los widgets no andan. Me dicen que no hay pasadas o que necesito conexión a Internet...,0,1
1124,"Excelente app, solo le agregaría una parte de como ir en bici, con ciclovías, puntos de Movete y los caminos más cómodo para andar.",2,5
1125,"En mi opinión la mejor app! La uso desde que existe y no tengo queja ninguna, a seguir así!",2,5
1126,La app será buena pero el transporte No espero más de 30 minutos en la parada y siempre yego en hora según la app,0,1
1127,"Para mi es la mejor aplicación. ..la más práctica...por lejos. Me ha salvado ""la vida"" infinitas veces.",2,5
1128,"Soy de otro país , y me está ayudando mucho a moverme por Montevideo.",2,4
1129,"Hola, muy buena! Me gustaría que se pudiera cargar saldo en la tarjeta desde la app! Saludos!",2,4
1130,Muy buena .. Pero puedo dar de baja mi tarjeta pq la perdí?,2,4
1131,Casi excelente hay líneas de buses que pasan a cualquier hora pero es culpa de las compañías,2,4
1132,No indica las paradas correctas.,0,1
1133,Es excelente! De verdad muy útil y comprensible,2,5
1134,"Muy útil, en mi trabajo la uso muchísimo",2,5
1135,Muy práctica y clara. La uso seguido.,2,5
1136,Mal de horarios,2,5
1137,"buena aplicación, muy útil",2,5
1138,Facil interpretación,2,5
1139,Es genial !!,2,5
1140,Muy precisa graciasssssssss,2,5
1141,pesima,0,1
1142,Buenaza!,2,4
1143,Perfecta,2,5
1144,Excelente,2,5
1145,"Muy buena la aplicación! A modo de sugerencia: en el modo de ver un recorrido se podrían marcar de distinto color la estación de salida y la de llegada, o poner una flechita en el sentido en que va el ómnibus. Arriba!",2,4
1146,Me gusta aunque por momentos no puedo utilizarla ya que no muestra las lineas de come en las paradas ( me refiero a tiempo de arribo a las mismas) y son las que mas uso... una lastima,1,3
1147,¿qué tan imposible es que muestre la ubicación de los buses en base al gps prendido de usuarios en viaje? Sds.,2,4
1148,Excelente aplicación. Lo único que me gustaría saber es dónde puedo reportar errores de recorridos.,2,5
1149,No están los horarios. Es lo único que hace la app y hace un mes que los de C1/C2 no están.,0,1
1150,Me encanto practico y rapido habría q probar si en los horarios le asertaron jaja,2,5
1151,El 70% de las veces le erra a los horarios,0,1
1152,Muy confiable y efectiva. La uso a diario y cumple satisfactoriamente,2,5
1153,Muy útil y certero!,2,5
1154,Es peroecta,2,5
1155,Útil,2,4
1156,"Excelente de aplicación sencilla y fácil de usar! Además le acierta bastante a los horarios! Lo único a mejorar sería cuando muestra el recorrido de una línea en el mapa que hay errores al pintar las calles. Tamuy buenaién estaría bueno implementar alguna función para que avise cuando pasa determinada línea en alguna parada o cuando estas cerca de la parada en la que te bajas,como otras apps. Pero excelente de todas formas!",2,5
1157,"Excelente app!! Muy recomendable sin lugar a dudas. Recopila la información por paradas, por lineas de ómnibus, permite evaluar la trayectoria entre dos puntos comuy buenainando ómnibus, guardar favoritos, recuerda consultas previas de horarios, etc. Le agregaría es una forma de filtrar los horarios de las líneas por destino. Particularmente uso seguido un bus del que solo me sirve un destino (y no los puntos intermedios) y pasa cada 1 hora... por lo que descarto 10 horarios cada uno que me sirve. Otra cosa que tienen otras app es poder activar una función cuando te tomas el bus para que te avisé donde bajar. Tiempo estimado de viaje. Poder selecciónar cuantas cuadras/metros estas dispuesto a caminar hasta la parada (filtra demasiado cerca)",2,5
1158,"La app es EXCELENTE. Y GRACIAS POR USAR FONDO OSCURO/DARK THEME Y FONTS GRANDES, ESO ES ESENCIAL PARA ACCESIBILIDAD!! (Y MUCHAS VECES NO SE TIENE EN CUENTA..). Problema: cada vez que intento poner el widget 3x2, luego de selecciónar la parada aparece ""error al cargar widget"". Eso mismo me pasa con otro dispositivo diferente. - Sería GENIAL si pudieras arreglarlo para poder ver horarios desde pantalla principal del cel. - Muchas gracias!",2,4
1159,"Esta bien,el único defecto que le encuentro es q no es off línea,ayer quería saber el recorrido de un bus estando en pocitos y al no tener datos no lo pude saber. Por lo demás... Muy buena. De poder soluciónar ese tema lea daré mis 5 estrellas.",1,3
